"year"	"category"	"n"
1840	"Africa cement"	0
1841	"Africa cement"	0
1842	"Africa cement"	0
1843	"Africa cement"	0
1844	"Africa cement"	0
1845	"Africa cement"	0
1846	"Africa cement"	0
1847	"Africa cement"	0
1848	"Africa cement"	0
1849	"Africa cement"	0
1850	"Africa cement"	0
1851	"Africa cement"	0
1852	"Africa cement"	0
1853	"Africa cement"	0
1854	"Africa cement"	0
1855	"Africa cement"	0
1856	"Africa cement"	0
1857	"Africa cement"	0
1858	"Africa cement"	0
1859	"Africa cement"	0
1860	"Africa cement"	0
1861	"Africa cement"	0
1862	"Africa cement"	0
1863	"Africa cement"	0
1864	"Africa cement"	0
1865	"Africa cement"	0
1866	"Africa cement"	0
1867	"Africa cement"	0
1868	"Africa cement"	0
1869	"Africa cement"	0
1870	"Africa cement"	0
1871	"Africa cement"	0
1872	"Africa cement"	0
1873	"Africa cement"	0
1874	"Africa cement"	0
1875	"Africa cement"	0
1876	"Africa cement"	0
1877	"Africa cement"	0
1878	"Africa cement"	0
1879	"Africa cement"	0
1880	"Africa cement"	0
1881	"Africa cement"	0
1882	"Africa cement"	0
1883	"Africa cement"	0
1884	"Africa cement"	0
1885	"Africa cement"	0
1886	"Africa cement"	0
1887	"Africa cement"	0
1888	"Africa cement"	0
1889	"Africa cement"	0
1890	"Africa cement"	0
1891	"Africa cement"	0
1892	"Africa cement"	0
1893	"Africa cement"	0
1894	"Africa cement"	0
1895	"Africa cement"	0
1896	"Africa cement"	0
1897	"Africa cement"	0
1898	"Africa cement"	0
1899	"Africa cement"	0
1900	"Africa cement"	0
1901	"Africa cement"	0
1902	"Africa cement"	0
1903	"Africa cement"	0
1904	"Africa cement"	0
1905	"Africa cement"	0
1906	"Africa cement"	0
1907	"Africa cement"	0
1908	"Africa cement"	0
1909	"Africa cement"	0
1910	"Africa cement"	0
1911	"Africa cement"	0
1912	"Africa cement"	0
1913	"Africa cement"	0
1914	"Africa cement"	0
1915	"Africa cement"	0
1916	"Africa cement"	0
1917	"Africa cement"	0
1918	"Africa cement"	0
1919	"Africa cement"	0
1920	"Africa cement"	0
1921	"Africa cement"	0
1922	"Africa cement"	0
1923	"Africa cement"	0
1924	"Africa cement"	0
1925	"Africa cement"	0
1926	"Africa cement"	0
1927	"Africa cement"	0
1928	"Africa cement"	128240
1929	"Africa cement"	370064
1930	"Africa cement"	263808
1931	"Africa cement"	271136
1932	"Africa cement"	439680
1933	"Africa cement"	472656
1934	"Africa cement"	538608
1935	"Africa cement"	608224
1936	"Africa cement"	692496
1937	"Africa cement"	732800
1938	"Africa cement"	762112
1939	"Africa cement"	736464
1940	"Africa cement"	659520
1941	"Africa cement"	725472
1942	"Africa cement"	776768
1943	"Africa cement"	813408
1944	"Africa cement"	974624
1945	"Africa cement"	948976
1946	"Africa cement"	1154160
1947	"Africa cement"	1289728
1948	"Africa cement"	1432624
1949	"Africa cement"	1568192
1950	"Africa cement"	2059168
1951	"Africa cement"	2311984
1952	"Africa cement"	2385264
1953	"Africa cement"	2685712
1954	"Africa cement"	3103408
1955	"Africa cement"	3499120
1956	"Africa cement"	3616368
1957	"Africa cement"	3784912
1958	"Africa cement"	4019408
1959	"Africa cement"	4220928
1960	"Africa cement"	4433440
1961	"Africa cement"	4334512
1962	"Africa cement"	4495728
1963	"Africa cement"	4836480
1964	"Africa cement"	5360432
1965	"Africa cement"	5737824
1966	"Africa cement"	5943008
1967	"Africa cement"	6140864
1968	"Africa cement"	7100832
1969	"Africa cement"	8174384
1970	"Africa cement"	8877872
1971	"Africa cement"	9577696
1972	"Africa cement"	10152944
1973	"Africa cement"	10761168
1974	"Africa cement"	11233824
1975	"Africa cement"	11068944
1976	"Africa cement"	11395040
1977	"Africa cement"	12219440
1978	"Africa cement"	12966896
1979	"Africa cement"	13963504
1980	"Africa cement"	15887104
1981	"Africa cement"	17272096
1982	"Africa cement"	18451904
1983	"Africa cement"	20100704
1984	"Africa cement"	20884800
1985	"Africa cement"	20778544
1986	"Africa cement"	19917504
1987	"Africa cement"	21690880
1988	"Africa cement"	23552192
1989	"Africa cement"	24592768
1990	"Africa cement"	24959168
1991	"Africa cement"	26761856
1992	"Africa cement"	27458016
1993	"Africa cement"	27263824
1994	"Africa cement"	28714768
1995	"Africa cement"	30704320
1996	"Africa cement"	31470096
1997	"Africa cement"	32521664
1998	"Africa cement"	33313088
1999	"Africa cement"	34320688
2000	"Africa cement"	36119712
2001	"Africa cement"	38274144
2002	"Africa cement"	40630096
2003	"Africa cement"	40956192
2004	"Africa cement"	45147808
2005	"Africa cement"	49409040
2006	"Africa cement"	55128544
2007	"Africa cement"	60452336
2008	"Africa cement"	65420720
2009	"Africa cement"	70323152
2010	"Africa cement"	71741120
2011	"Africa cement"	72591168
2012	"Africa cement"	82011312
2013	"Africa cement"	84063152
2014	"Africa cement"	86583984
1840	"Asia cement"	0
1841	"Asia cement"	0
1842	"Asia cement"	0
1843	"Asia cement"	0
1844	"Asia cement"	0
1845	"Asia cement"	0
1846	"Asia cement"	0
1847	"Asia cement"	0
1848	"Asia cement"	0
1849	"Asia cement"	0
1850	"Asia cement"	0
1851	"Asia cement"	0
1852	"Asia cement"	0
1853	"Asia cement"	0
1854	"Asia cement"	0
1855	"Asia cement"	0
1856	"Asia cement"	0
1857	"Asia cement"	0
1858	"Asia cement"	0
1859	"Asia cement"	0
1860	"Asia cement"	0
1861	"Asia cement"	0
1862	"Asia cement"	0
1863	"Asia cement"	0
1864	"Asia cement"	0
1865	"Asia cement"	0
1866	"Asia cement"	0
1867	"Asia cement"	0
1868	"Asia cement"	0
1869	"Asia cement"	0
1870	"Asia cement"	0
1871	"Asia cement"	0
1872	"Asia cement"	0
1873	"Asia cement"	0
1874	"Asia cement"	0
1875	"Asia cement"	0
1876	"Asia cement"	0
1877	"Asia cement"	0
1878	"Asia cement"	0
1879	"Asia cement"	0
1880	"Asia cement"	0
1881	"Asia cement"	0
1882	"Asia cement"	0
1883	"Asia cement"	0
1884	"Asia cement"	0
1885	"Asia cement"	0
1886	"Asia cement"	0
1887	"Asia cement"	0
1888	"Asia cement"	0
1889	"Asia cement"	0
1890	"Asia cement"	0
1891	"Asia cement"	0
1892	"Asia cement"	0
1893	"Asia cement"	0
1894	"Asia cement"	0
1895	"Asia cement"	0
1896	"Asia cement"	0
1897	"Asia cement"	0
1898	"Asia cement"	0
1899	"Asia cement"	0
1900	"Asia cement"	0
1901	"Asia cement"	0
1902	"Asia cement"	0
1903	"Asia cement"	0
1904	"Asia cement"	0
1905	"Asia cement"	0
1906	"Asia cement"	0
1907	"Asia cement"	0
1908	"Asia cement"	0
1909	"Asia cement"	0
1910	"Asia cement"	0
1911	"Asia cement"	0
1912	"Asia cement"	0
1913	"Asia cement"	0
1914	"Asia cement"	0
1915	"Asia cement"	0
1916	"Asia cement"	0
1917	"Asia cement"	0
1918	"Asia cement"	0
1919	"Asia cement"	0
1920	"Asia cement"	0
1921	"Asia cement"	0
1922	"Asia cement"	0
1923	"Asia cement"	0
1924	"Asia cement"	0
1925	"Asia cement"	0
1926	"Asia cement"	0
1927	"Asia cement"	0
1928	"Asia cement"	439680
1929	"Asia cement"	578912
1930	"Asia cement"	578912
1931	"Asia cement"	626544
1932	"Asia cement"	597232
1933	"Asia cement"	608224
1934	"Asia cement"	798752
1935	"Asia cement"	1066224
1936	"Asia cement"	1520560
1937	"Asia cement"	1652464
1938	"Asia cement"	322432
1939	"Asia cement"	1205456
1940	"Asia cement"	523952
1941	"Asia cement"	2846928
1942	"Asia cement"	2682048
1943	"Asia cement"	2784640
1944	"Asia cement"	2257024
1945	"Asia cement"	1194464
1946	"Asia cement"	1212784
1947	"Asia cement"	1256752
1948	"Asia cement"	1370336
1949	"Asia cement"	1927264
1950	"Asia cement"	2440224
1951	"Asia cement"	3334240
1952	"Asia cement"	4345504
1953	"Asia cement"	5191888
1954	"Asia cement"	6118880
1955	"Asia cement"	6151856
1956	"Asia cement"	7441584
1957	"Asia cement"	8405216
1958	"Asia cement"	10555984
1959	"Asia cement"	12966896
1960	"Asia cement"	14516768
1961	"Asia cement"	12552864
1962	"Asia cement"	13340624
1963	"Asia cement"	15070032
1964	"Asia cement"	16231520
1965	"Asia cement"	17671472
1966	"Asia cement"	18763344
1967	"Asia cement"	18664416
1968	"Asia cement"	20991056
1969	"Asia cement"	23394640
1970	"Asia cement"	24688032
1971	"Asia cement"	33609872
1972	"Asia cement"	34793344
1973	"Asia cement"	37860112
1974	"Asia cement"	38285136
1975	"Asia cement"	43733504
1976	"Asia cement"	57480832
1977	"Asia cement"	63607040
1978	"Asia cement"	70638256
1979	"Asia cement"	76277152
1980	"Asia cement"	80820512
1981	"Asia cement"	85858512
1982	"Asia cement"	93622528
1983	"Asia cement"	106061808
1984	"Asia cement"	114012688
1985	"Asia cement"	126822032
1986	"Asia cement"	143324688
1987	"Asia cement"	156830192
1988	"Asia cement"	176703728
1989	"Asia cement"	184343168
1990	"Asia cement"	192700752
1991	"Asia cement"	218612560
1992	"Asia cement"	255604304
1993	"Asia cement"	294838416
1994	"Asia cement"	328972240
1995	"Asia cement"	365674528
1996	"Asia cement"	386409104
1997	"Asia cement"	397837120
1998	"Asia cement"	390860864
1999	"Asia cement"	415021280
2000	"Asia cement"	435349152
2001	"Asia cement"	478071392
2002	"Asia cement"	525908576
2003	"Asia cement"	605204864
2004	"Asia cement"	662605088
2005	"Asia cement"	724076016
2006	"Asia cement"	819193456
2007	"Asia cement"	889604544
2008	"Asia cement"	922104224
2009	"Asia cement"	1058610208
2010	"Asia cement"	1157703088
2011	"Asia cement"	1312939440
2012	"Asia cement"	1388139376
2013	"Asia cement"	1501375296
2014	"Asia cement"	1542690560
1840	"Europe cement"	0
1841	"Europe cement"	0
1842	"Europe cement"	0
1843	"Europe cement"	0
1844	"Europe cement"	0
1845	"Europe cement"	0
1846	"Europe cement"	0
1847	"Europe cement"	0
1848	"Europe cement"	0
1849	"Europe cement"	0
1850	"Europe cement"	0
1851	"Europe cement"	0
1852	"Europe cement"	0
1853	"Europe cement"	0
1854	"Europe cement"	0
1855	"Europe cement"	0
1856	"Europe cement"	0
1857	"Europe cement"	0
1858	"Europe cement"	0
1859	"Europe cement"	0
1860	"Europe cement"	0
1861	"Europe cement"	0
1862	"Europe cement"	0
1863	"Europe cement"	0
1864	"Europe cement"	0
1865	"Europe cement"	0
1866	"Europe cement"	0
1867	"Europe cement"	0
1868	"Europe cement"	0
1869	"Europe cement"	0
1870	"Europe cement"	0
1871	"Europe cement"	0
1872	"Europe cement"	0
1873	"Europe cement"	0
1874	"Europe cement"	0
1875	"Europe cement"	0
1876	"Europe cement"	0
1877	"Europe cement"	0
1878	"Europe cement"	0
1879	"Europe cement"	0
1880	"Europe cement"	0
1881	"Europe cement"	0
1882	"Europe cement"	0
1883	"Europe cement"	0
1884	"Europe cement"	0
1885	"Europe cement"	0
1886	"Europe cement"	0
1887	"Europe cement"	0
1888	"Europe cement"	0
1889	"Europe cement"	0
1890	"Europe cement"	0
1891	"Europe cement"	0
1892	"Europe cement"	0
1893	"Europe cement"	0
1894	"Europe cement"	0
1895	"Europe cement"	0
1896	"Europe cement"	0
1897	"Europe cement"	0
1898	"Europe cement"	0
1899	"Europe cement"	0
1900	"Europe cement"	0
1901	"Europe cement"	0
1902	"Europe cement"	3664
1903	"Europe cement"	3664
1904	"Europe cement"	3664
1905	"Europe cement"	3664
1906	"Europe cement"	10992
1907	"Europe cement"	10992
1908	"Europe cement"	10992
1909	"Europe cement"	14656
1910	"Europe cement"	14656
1911	"Europe cement"	14656
1912	"Europe cement"	10992
1913	"Europe cement"	51296
1914	"Europe cement"	40304
1915	"Europe cement"	47632
1916	"Europe cement"	146560
1917	"Europe cement"	106256
1918	"Europe cement"	120912
1919	"Europe cement"	73280
1920	"Europe cement"	113584
1921	"Europe cement"	113584
1922	"Europe cement"	65952
1923	"Europe cement"	10992
1924	"Europe cement"	10992
1925	"Europe cement"	10992
1926	"Europe cement"	69616
1927	"Europe cement"	172208
1928	"Europe cement"	1982224
1929	"Europe cement"	2180080
1930	"Europe cement"	3381872
1931	"Europe cement"	3227984
1932	"Europe cement"	3147376
1933	"Europe cement"	2649072
1934	"Europe cement"	3326912
1935	"Europe cement"	3946128
1936	"Europe cement"	4755872
1937	"Europe cement"	4917088
1938	"Europe cement"	4627632
1939	"Europe cement"	3814224
1940	"Europe cement"	3638352
1941	"Europe cement"	3990096
1942	"Europe cement"	1110192
1943	"Europe cement"	1267744
1944	"Europe cement"	879360
1945	"Europe cement"	1982224
1946	"Europe cement"	3861856
1947	"Europe cement"	5345776
1948	"Europe cement"	7269376
1949	"Europe cement"	8438192
1950	"Europe cement"	10871088
1951	"Europe cement"	13362608
1952	"Europe cement"	15462080
1953	"Europe cement"	18730368
1954	"Europe cement"	21888736
1955	"Europe cement"	26062032
1956	"Europe cement"	29308336
1957	"Europe cement"	33250800
1958	"Europe cement"	37094336
1959	"Europe cement"	44645840
1960	"Europe cement"	53421120
1961	"Europe cement"	60258144
1962	"Europe cement"	66289088
1963	"Europe cement"	69491424
1964	"Europe cement"	74815216
1965	"Europe cement"	82542592
1966	"Europe cement"	92134944
1967	"Europe cement"	105116496
1968	"Europe cement"	124594320
1969	"Europe cement"	141903056
1970	"Europe cement"	179847440
1971	"Europe cement"	219286736
1972	"Europe cement"	264027840
1973	"Europe cement"	291533488
1974	"Europe cement"	322637184
1975	"Europe cement"	342715904
1976	"Europe cement"	366814032
1977	"Europe cement"	375255888
1978	"Europe cement"	392315472
1979	"Europe cement"	409415360
1980	"Europe cement"	408675232
1981	"Europe cement"	413746208
1982	"Europe cement"	397525680
1983	"Europe cement"	410756384
1984	"Europe cement"	433795616
1985	"Europe cement"	450906496
1986	"Europe cement"	446011392
1987	"Europe cement"	450584064
1988	"Europe cement"	455262992
1989	"Europe cement"	493888880
1990	"Europe cement"	494116048
1991	"Europe cement"	515667696
1992	"Europe cement"	507178208
1993	"Europe cement"	519415968
1994	"Europe cement"	509208064
1995	"Europe cement"	541682096
1996	"Europe cement"	590321696
1997	"Europe cement"	593469072
1998	"Europe cement"	622861680
1999	"Europe cement"	656020880
2000	"Europe cement"	679261632
2001	"Europe cement"	695375904
2002	"Europe cement"	698090928
2003	"Europe cement"	734760240
2004	"Europe cement"	764347040
2005	"Europe cement"	783051760
2006	"Europe cement"	776848608
2007	"Europe cement"	785935328
2008	"Europe cement"	810355888
2009	"Europe cement"	754106160
2010	"Europe cement"	816756896
2011	"Europe cement"	733719664
2012	"Europe cement"	713879104
2013	"Europe cement"	702315520
2014	"Europe cement"	631842144
1840	"Latin America cement"	0
1841	"Latin America cement"	0
1842	"Latin America cement"	0
1843	"Latin America cement"	0
1844	"Latin America cement"	0
1845	"Latin America cement"	0
1846	"Latin America cement"	0
1847	"Latin America cement"	0
1848	"Latin America cement"	0
1849	"Latin America cement"	0
1850	"Latin America cement"	0
1851	"Latin America cement"	0
1852	"Latin America cement"	0
1853	"Latin America cement"	0
1854	"Latin America cement"	0
1855	"Latin America cement"	0
1856	"Latin America cement"	0
1857	"Latin America cement"	0
1858	"Latin America cement"	0
1859	"Latin America cement"	0
1860	"Latin America cement"	0
1861	"Latin America cement"	0
1862	"Latin America cement"	0
1863	"Latin America cement"	0
1864	"Latin America cement"	0
1865	"Latin America cement"	0
1866	"Latin America cement"	0
1867	"Latin America cement"	0
1868	"Latin America cement"	0
1869	"Latin America cement"	0
1870	"Latin America cement"	0
1871	"Latin America cement"	0
1872	"Latin America cement"	0
1873	"Latin America cement"	0
1874	"Latin America cement"	0
1875	"Latin America cement"	0
1876	"Latin America cement"	0
1877	"Latin America cement"	0
1878	"Latin America cement"	0
1879	"Latin America cement"	0
1880	"Latin America cement"	0
1881	"Latin America cement"	0
1882	"Latin America cement"	0
1883	"Latin America cement"	0
1884	"Latin America cement"	0
1885	"Latin America cement"	0
1886	"Latin America cement"	0
1887	"Latin America cement"	0
1888	"Latin America cement"	0
1889	"Latin America cement"	0
1890	"Latin America cement"	0
1891	"Latin America cement"	0
1892	"Latin America cement"	0
1893	"Latin America cement"	0
1894	"Latin America cement"	0
1895	"Latin America cement"	0
1896	"Latin America cement"	0
1897	"Latin America cement"	0
1898	"Latin America cement"	0
1899	"Latin America cement"	0
1900	"Latin America cement"	0
1901	"Latin America cement"	0
1902	"Latin America cement"	0
1903	"Latin America cement"	0
1904	"Latin America cement"	0
1905	"Latin America cement"	0
1906	"Latin America cement"	0
1907	"Latin America cement"	0
1908	"Latin America cement"	0
1909	"Latin America cement"	0
1910	"Latin America cement"	0
1911	"Latin America cement"	0
1912	"Latin America cement"	0
1913	"Latin America cement"	0
1914	"Latin America cement"	0
1915	"Latin America cement"	0
1916	"Latin America cement"	0
1917	"Latin America cement"	0
1918	"Latin America cement"	0
1919	"Latin America cement"	0
1920	"Latin America cement"	0
1921	"Latin America cement"	0
1922	"Latin America cement"	0
1923	"Latin America cement"	0
1924	"Latin America cement"	0
1925	"Latin America cement"	0
1926	"Latin America cement"	0
1927	"Latin America cement"	0
1928	"Latin America cement"	348080
1929	"Latin America cement"	432352
1930	"Latin America cement"	326096
1931	"Latin America cement"	414032
1932	"Latin America cement"	468992
1933	"Latin America cement"	516624
1934	"Latin America cement"	670512
1935	"Latin America cement"	948976
1936	"Latin America cement"	1091872
1937	"Latin America cement"	1333696
1938	"Latin America cement"	1524224
1939	"Latin America cement"	1564528
1940	"Latin America cement"	1645136
1941	"Latin America cement"	1853984
1942	"Latin America cement"	1835664
1943	"Latin America cement"	1802688
1944	"Latin America cement"	1978560
1945	"Latin America cement"	2114128
1946	"Latin America cement"	2319312
1947	"Latin America cement"	2649072
1948	"Latin America cement"	2802960
1949	"Latin America cement"	3173024
1950	"Latin America cement"	3638352
1951	"Latin America cement"	3993760
1952	"Latin America cement"	4382144
1953	"Latin America cement"	4825488
1954	"Latin America cement"	5342112
1955	"Latin America cement"	5961328
1956	"Latin America cement"	6763744
1957	"Latin America cement"	7338992
1958	"Latin America cement"	7602800
1959	"Latin America cement"	7848288
1960	"Latin America cement"	8287968
1961	"Latin America cement"	8848560
1962	"Latin America cement"	9398160
1963	"Latin America cement"	9683952
1964	"Latin America cement"	10871088
1965	"Latin America cement"	11329088
1966	"Latin America cement"	12201120
1967	"Latin America cement"	12725072
1968	"Latin America cement"	14498448
1969	"Latin America cement"	15311856
1970	"Latin America cement"	17195152
1971	"Latin America cement"	18103824
1972	"Latin America cement"	20408480
1973	"Latin America cement"	22683824
1974	"Latin America cement"	24131104
1975	"Latin America cement"	25589376
1976	"Latin America cement"	27604576
1977	"Latin America cement"	28927280
1978	"Latin America cement"	31067056
1979	"Latin America cement"	33928640
1980	"Latin America cement"	37028384
1981	"Latin America cement"	37427760
1982	"Latin America cement"	37248224
1983	"Latin America cement"	32939360
1984	"Latin America cement"	33598880
1985	"Latin America cement"	35071808
1986	"Latin America cement"	38406048
1987	"Latin America cement"	41439840
1988	"Latin America cement"	41982112
1989	"Latin America cement"	40655744
1990	"Latin America cement"	41652352
1991	"Latin America cement"	42824832
1992	"Latin America cement"	43139936
1993	"Latin America cement"	44847360
1994	"Latin America cement"	48071680
1995	"Latin America cement"	47763904
1996	"Latin America cement"	51845600
1997	"Latin America cement"	56513536
1998	"Latin America cement"	58371184
1999	"Latin America cement"	58975744
2000	"Latin America cement"	61086208
2001	"Latin America cement"	59118640
2002	"Latin America cement"	57682352
2003	"Latin America cement"	57642048
2004	"Latin America cement"	58539728
2005	"Latin America cement"	65036000
2006	"Latin America cement"	72627808
2007	"Latin America cement"	74771248
2008	"Latin America cement"	77988240
2009	"Latin America cement"	75584656
2010	"Latin America cement"	79494144
2011	"Latin America cement"	85019456
2012	"Latin America cement"	89357632
2013	"Latin America cement"	90793920
2014	"Latin America cement"	92395088
1840	"North America cement"	0
1841	"North America cement"	0
1842	"North America cement"	0
1843	"North America cement"	0
1844	"North America cement"	0
1845	"North America cement"	0
1846	"North America cement"	0
1847	"North America cement"	0
1848	"North America cement"	0
1849	"North America cement"	0
1850	"North America cement"	0
1851	"North America cement"	0
1852	"North America cement"	0
1853	"North America cement"	0
1854	"North America cement"	0
1855	"North America cement"	0
1856	"North America cement"	0
1857	"North America cement"	0
1858	"North America cement"	0
1859	"North America cement"	0
1860	"North America cement"	0
1861	"North America cement"	0
1862	"North America cement"	0
1863	"North America cement"	0
1864	"North America cement"	0
1865	"North America cement"	0
1866	"North America cement"	0
1867	"North America cement"	0
1868	"North America cement"	0
1869	"North America cement"	0
1870	"North America cement"	0
1871	"North America cement"	0
1872	"North America cement"	0
1873	"North America cement"	0
1874	"North America cement"	0
1875	"North America cement"	0
1876	"North America cement"	0
1877	"North America cement"	0
1878	"North America cement"	0
1879	"North America cement"	0
1880	"North America cement"	0
1881	"North America cement"	0
1882	"North America cement"	0
1883	"North America cement"	0
1884	"North America cement"	0
1885	"North America cement"	0
1886	"North America cement"	0
1887	"North America cement"	0
1888	"North America cement"	0
1889	"North America cement"	0
1890	"North America cement"	0
1891	"North America cement"	0
1892	"North America cement"	0
1893	"North America cement"	0
1894	"North America cement"	0
1895	"North America cement"	0
1896	"North America cement"	0
1897	"North America cement"	0
1898	"North America cement"	0
1899	"North America cement"	0
1900	"North America cement"	0
1901	"North America cement"	0
1902	"North America cement"	0
1903	"North America cement"	0
1904	"North America cement"	0
1905	"North America cement"	0
1906	"North America cement"	0
1907	"North America cement"	0
1908	"North America cement"	0
1909	"North America cement"	0
1910	"North America cement"	0
1911	"North America cement"	0
1912	"North America cement"	0
1913	"North America cement"	0
1914	"North America cement"	0
1915	"North America cement"	0
1916	"North America cement"	0
1917	"North America cement"	0
1918	"North America cement"	0
1919	"North America cement"	0
1920	"North America cement"	0
1921	"North America cement"	0
1922	"North America cement"	0
1923	"North America cement"	0
1924	"North America cement"	0
1925	"North America cement"	0
1926	"North America cement"	0
1927	"North America cement"	0
1928	"North America cement"	16048320
1929	"North America cement"	15659936
1930	"North America cement"	14784240
1931	"North America cement"	11570912
1932	"North America cement"	6928624
1933	"North America cement"	5624240
1934	"North America cement"	6939616
1935	"North America cement"	6884656
1936	"North America cement"	10119968
1937	"North America cement"	10519344
1938	"North America cement"	9544720
1939	"North America cement"	11050624
1940	"North America cement"	11878688
1941	"North America cement"	14846528
1942	"North America cement"	16473344
1943	"North America cement"	12072880
1944	"North America cement"	8401552
1945	"North America cement"	9533728
1946	"North America cement"	15070032
1947	"North America cement"	17048592
1948	"North America cement"	18869600
1949	"North America cement"	19353248
1950	"North America cement"	20892128
1951	"North America cement"	22544592
1952	"North America cement"	22936640
1953	"North America cement"	24508496
1954	"North America cement"	25215648
1955	"North America cement"	28751408
1956	"North America cement"	30612720
1957	"North America cement"	29399936
1958	"North America cement"	30517456
1959	"North America cement"	33071264
1960	"North America cement"	31012096
1961	"North America cement"	31583680
1962	"North America cement"	33019968
1963	"North America cement"	34478240
1964	"North America cement"	36328560
1965	"North America cement"	36823200
1966	"North America cement"	38178880
1967	"North America cement"	36387184
1968	"North America cement"	38706496
1969	"North America cement"	39160832
1970	"North America cement"	37321504
1971	"North America cement"	40406592
1972	"North America cement"	42733232
1973	"North America cement"	44620192
1974	"North America cement"	42637968
1975	"North America cement"	36482448
1976	"North America cement"	38472000
1977	"North America cement"	40992832
1978	"North America cement"	43781136
1979	"North America cement"	44697136
1980	"North America cement"	39908288
1981	"North America cement"	38024992
1982	"North America cement"	33283776
1983	"North America cement"	36174672
1984	"North America cement"	39867984
1985	"North America cement"	40725360
1986	"North America cement"	41410528
1987	"North America cement"	42212944
1988	"North America cement"	41373888
1989	"North America cement"	41784256
1990	"North America cement"	41406864
1991	"North America cement"	38798096
1992	"North America cement"	38160560
1993	"North America cement"	40754672
1994	"North America cement"	44814384
1995	"North America cement"	44231808
1996	"North America cement"	46045488
1997	"North America cement"	47972752
1998	"North America cement"	48657920
1999	"North America cement"	50035584
2000	"North America cement"	50885632
2001	"North America cement"	51446224
2002	"North America cement"	51995824
2003	"North America cement"	53692256
2004	"North America cement"	56246064
2005	"North America cement"	57345264
2006	"North America cement"	56832304
2007	"North America cement"	55777072
2008	"North America cement"	50467936
2009	"North America cement"	37786832
2010	"North America cement"	39681120
2011	"North America cement"	40183088
2012	"North America cement"	43550304
2013	"North America cement"	44360048
2014	"North America cement"	47375520
1840	"Oceania cement"	0
1841	"Oceania cement"	0
1842	"Oceania cement"	0
1843	"Oceania cement"	0
1844	"Oceania cement"	0
1845	"Oceania cement"	0
1846	"Oceania cement"	0
1847	"Oceania cement"	0
1848	"Oceania cement"	0
1849	"Oceania cement"	0
1850	"Oceania cement"	0
1851	"Oceania cement"	0
1852	"Oceania cement"	0
1853	"Oceania cement"	0
1854	"Oceania cement"	0
1855	"Oceania cement"	0
1856	"Oceania cement"	0
1857	"Oceania cement"	0
1858	"Oceania cement"	0
1859	"Oceania cement"	0
1860	"Oceania cement"	0
1861	"Oceania cement"	0
1862	"Oceania cement"	0
1863	"Oceania cement"	0
1864	"Oceania cement"	0
1865	"Oceania cement"	0
1866	"Oceania cement"	0
1867	"Oceania cement"	0
1868	"Oceania cement"	0
1869	"Oceania cement"	0
1870	"Oceania cement"	0
1871	"Oceania cement"	0
1872	"Oceania cement"	0
1873	"Oceania cement"	0
1874	"Oceania cement"	0
1875	"Oceania cement"	0
1876	"Oceania cement"	0
1877	"Oceania cement"	0
1878	"Oceania cement"	0
1879	"Oceania cement"	0
1880	"Oceania cement"	0
1881	"Oceania cement"	0
1882	"Oceania cement"	0
1883	"Oceania cement"	0
1884	"Oceania cement"	0
1885	"Oceania cement"	0
1886	"Oceania cement"	0
1887	"Oceania cement"	0
1888	"Oceania cement"	0
1889	"Oceania cement"	0
1890	"Oceania cement"	0
1891	"Oceania cement"	0
1892	"Oceania cement"	0
1893	"Oceania cement"	0
1894	"Oceania cement"	0
1895	"Oceania cement"	0
1896	"Oceania cement"	0
1897	"Oceania cement"	0
1898	"Oceania cement"	0
1899	"Oceania cement"	0
1900	"Oceania cement"	0
1901	"Oceania cement"	0
1902	"Oceania cement"	0
1903	"Oceania cement"	0
1904	"Oceania cement"	0
1905	"Oceania cement"	0
1906	"Oceania cement"	0
1907	"Oceania cement"	0
1908	"Oceania cement"	0
1909	"Oceania cement"	0
1910	"Oceania cement"	0
1911	"Oceania cement"	0
1912	"Oceania cement"	0
1913	"Oceania cement"	0
1914	"Oceania cement"	0
1915	"Oceania cement"	0
1916	"Oceania cement"	0
1917	"Oceania cement"	0
1918	"Oceania cement"	0
1919	"Oceania cement"	0
1920	"Oceania cement"	0
1921	"Oceania cement"	0
1922	"Oceania cement"	0
1923	"Oceania cement"	0
1924	"Oceania cement"	0
1925	"Oceania cement"	0
1926	"Oceania cement"	0
1927	"Oceania cement"	0
1928	"Oceania cement"	2396256
1929	"Oceania cement"	2586784
1930	"Oceania cement"	2315648
1931	"Oceania cement"	2073824
1932	"Oceania cement"	2059168
1933	"Oceania cement"	2634416
1934	"Oceania cement"	2531824
1935	"Oceania cement"	3268288
1936	"Oceania cement"	3510112
1937	"Oceania cement"	3458816
1938	"Oceania cement"	3041120
1939	"Oceania cement"	2986160
1940	"Oceania cement"	2575792
1941	"Oceania cement"	3356224
1942	"Oceania cement"	2557472
1943	"Oceania cement"	2187408
1944	"Oceania cement"	1810016
1945	"Oceania cement"	1055232
1946	"Oceania cement"	941648
1947	"Oceania cement"	1172480
1948	"Oceania cement"	1560864
1949	"Oceania cement"	2297328
1950	"Oceania cement"	2989824
1951	"Oceania cement"	3960784
1952	"Oceania cement"	4356496
1953	"Oceania cement"	5301808
1954	"Oceania cement"	6433984
1955	"Oceania cement"	6463296
1956	"Oceania cement"	7778672
1957	"Oceania cement"	8987792
1958	"Oceania cement"	8969472
1959	"Oceania cement"	10185920
