"year"	"category"	"n"
1893	"Asia oil"	1311712
1894	"Asia oil"	930656
1895	"Asia oil"	1300720
1896	"Asia oil"	1392320
1897	"Asia oil"	1846656
1898	"Asia oil"	1952912
1899	"Asia oil"	1817344
1900	"Asia oil"	1945584
1901	"Asia oil"	3326912
1902	"Asia oil"	2619760
1903	"Asia oil"	4294208
1904	"Asia oil"	5008688
1905	"Asia oil"	5594928
1906	"Asia oil"	5979648
1907	"Asia oil"	6587872
1908	"Asia oil"	7027552
1909	"Asia oil"	8148736
1910	"Asia oil"	7181440
1911	"Asia oil"	7764016
1912	"Asia oil"	7152128
1913	"Asia oil"	7698064
1914	"Asia oil"	7544176
1915	"Asia oil"	7906912
1916	"Asia oil"	8529792
1917	"Asia oil"	8496816
1918	"Asia oil"	8416208
1919	"Asia oil"	8951152
1920	"Asia oil"	9394496
1921	"Asia oil"	9911120
1922	"Asia oil"	10442400
1923	"Asia oil"	11673504
1924	"Asia oil"	11589232
1925	"Asia oil"	12318368
1926	"Asia oil"	12223104
1927	"Asia oil"	13681376
1928	"Asia oil"	15597648
1929	"Asia oil"	18832960
1930	"Asia oil"	18287024
1931	"Asia oil"	17330720
1932	"Asia oil"	17418656
1933	"Asia oil"	18521520
1934	"Asia oil"	19847888
1935	"Asia oil"	20459776
1936	"Asia oil"	22244144
1937	"Asia oil"	25409840
1938	"Asia oil"	26651936
1939	"Asia oil"	30803248
1940	"Asia oil"	30700656
1941	"Asia oil"	29777328
1942	"Asia oil"	15388800
1943	"Asia oil"	23394640
1944	"Asia oil"	13336960
1945	"Asia oil"	5726832
1946	"Asia oil"	2942192
1947	"Asia oil"	9903792
1948	"Asia oil"	11200848
1949	"Asia oil"	31125680
1950	"Asia oil"	28736752
1951	"Asia oil"	32693872
1952	"Asia oil"	38252160
1953	"Asia oil"	41590064
1954	"Asia oil"	50094208
1955	"Asia oil"	64120000
1956	"Asia oil"	70257200
1957	"Asia oil"	70290176
1958	"Asia oil"	78852944
1959	"Asia oil"	88884976
1960	"Asia oil"	93695808
1961	"Asia oil"	103434720
1962	"Asia oil"	108956368
1963	"Asia oil"	119252208
1964	"Asia oil"	131596224
1965	"Asia oil"	149084496
1966	"Asia oil"	176414272
1967	"Asia oil"	192792352
1968	"Asia oil"	232169360
1969	"Asia oil"	271714912
1970	"Asia oil"	337831792
1971	"Asia oil"	380191296
1972	"Asia oil"	418128352
1973	"Asia oil"	463954000
1974	"Asia oil"	481951568
1975	"Asia oil"	520079152
1976	"Asia oil"	590164144
1977	"Asia oil"	640932528
1978	"Asia oil"	709969616
1979	"Asia oil"	737456944
1980	"Asia oil"	738530496
1981	"Asia oil"	720859024
1982	"Asia oil"	728850208
1983	"Asia oil"	761683312
1984	"Asia oil"	760983488
1985	"Asia oil"	790398080
1986	"Asia oil"	829972944
1987	"Asia oil"	864564768
1988	"Asia oil"	946242656
1989	"Asia oil"	1013063024
1990	"Asia oil"	1021464576
1991	"Asia oil"	1100240576
1992	"Asia oil"	1218891888
1993	"Asia oil"	1308333792
1994	"Asia oil"	1358395024
1995	"Asia oil"	1459473792
1996	"Asia oil"	1589413888
1997	"Asia oil"	1689111328
1998	"Asia oil"	1595305600
1999	"Asia oil"	1675356672
2000	"Asia oil"	1807682032
2001	"Asia oil"	1800152512
2002	"Asia oil"	1784122512
2003	"Asia oil"	1851184704
2004	"Asia oil"	1997949888
2005	"Asia oil"	1992292672
2006	"Asia oil"	2012719472
2007	"Asia oil"	2086860512
2008	"Asia oil"	2185348832
2009	"Asia oil"	2284929024
2010	"Asia oil"	2410065616
2011	"Asia oil"	2431723520
2012	"Asia oil"	2511184688
2013	"Asia oil"	2640875632
2014	"Asia oil"	2752924416
1840	"Europe oil"	101778592
1841	"Europe oil"	104566896
1842	"Europe oil"	109330096
1843	"Europe oil"	112455488
1844	"Europe oil"	118658640
1845	"Europe oil"	128511136
1846	"Europe oil"	128859216
1847	"Europe oil"	140268912
1848	"Europe oil"	141118960
1849	"Europe oil"	148615504
1850	"Europe oil"	158585248
1851	"Europe oil"	153499616
1852	"Europe oil"	157031712
1853	"Europe oil"	161523776
1854	"Europe oil"	192275728
1855	"Europe oil"	186779728
1856	"Europe oil"	199317936
1857	"Europe oil"	198365296
1858	"Europe oil"	197625168
1859	"Europe oil"	212790464
1860	"Europe oil"	236137472
1861	"Europe oil"	248844224
1862	"Europe oil"	247272368
1863	"Europe oil"	257634160
1864	"Europe oil"	273913312
1865	"Europe oil"	289855376
1866	"Europe oil"	300550592
1867	"Europe oil"	310175920
1868	"Europe oil"	307197088
1869	"Europe oil"	321021360
1870	"Europe oil"	325788224
1871	"Europe oil"	340697040
1872	"Europe oil"	368173376
1873	"Europe oil"	385606688
1874	"Europe oil"	371210832
1875	"Europe oil"	390391872
1876	"Europe oil"	392062656
1877	"Europe oil"	393469632
1878	"Europe oil"	391839152
1879	"Europe oil"	399683776
1880	"Europe oil"	454028224
1881	"Europe oil"	459557200
1882	"Europe oil"	470428288
1883	"Europe oil"	492932576
1884	"Europe oil"	482581776
1885	"Europe oil"	478023760
1886	"Europe oil"	473370480
1887	"Europe oil"	492049552
1888	"Europe oil"	513535248
1889	"Europe oil"	531247024
1890	"Europe oil"	554557392
1891	"Europe oil"	566263872
1892	"Europe oil"	558719696
1893	"Europe oil"	522171296
1894	"Europe oil"	582634624
1895	"Europe oil"	593502048
1896	"Europe oil"	613419552
1897	"Europe oil"	636847168
1898	"Europe oil"	648212896
1899	"Europe oil"	691213600
1900	"Europe oil"	718305216
1901	"Europe oil"	704968256
1902	"Europe oil"	714461680
1903	"Europe oil"	733983472
1904	"Europe oil"	737599840
1905	"Europe oil"	741718176
1906	"Europe oil"	790698528
1907	"Europe oil"	837861536
1908	"Europe oil"	850964000
1909	"Europe oil"	848677664
1910	"Europe oil"	872079632
1911	"Europe oil"	881961440
1912	"Europe oil"	872500992
1913	"Europe oil"	950001920
1914	"Europe oil"	830529872
1915	"Europe oil"	798337968
1916	"Europe oil"	808813344
1917	"Europe oil"	748665120
1918	"Europe oil"	690103408
1919	"Europe oil"	714820752
1920	"Europe oil"	796722144
1921	"Europe oil"	627731136
1922	"Europe oil"	788503792
1923	"Europe oil"	860006752
1924	"Europe oil"	930443488
1925	"Europe oil"	903366528
1926	"Europe oil"	716073840
1927	"Europe oil"	983362640
1928	"Europe oil"	940775968
1929	"Europe oil"	1028056112
1930	"Europe oil"	1019698528
1931	"Europe oil"	972205760
1932	"Europe oil"	891359600
1933	"Europe oil"	894726816
1934	"Europe oil"	951676368
1935	"Europe oil"	955677456
1936	"Europe oil"	973455184
1937	"Europe oil"	1044078784
1938	"Europe oil"	987033968
1939	"Europe oil"	998469312
1940	"Europe oil"	949723456
1941	"Europe oil"	923635776
1942	"Europe oil"	912204096
1943	"Europe oil"	863795328
1944	"Europe oil"	786030592
1945	"Europe oil"	716304672
1946	"Europe oil"	870705632
1947	"Europe oil"	978555472
1948	"Europe oil"	1010890272
1949	"Europe oil"	1054400272
1950	"Europe oil"	1017452496
1951	"Europe oil"	1103721376
1952	"Europe oil"	1092205424
1953	"Europe oil"	1093286304
1954	"Europe oil"	1136752336
1955	"Europe oil"	1204125968
1956	"Europe oil"	1264362128
1957	"Europe oil"	1290790560
1958	"Europe oil"	1262526464
1959	"Europe oil"	1247566352
1960	"Europe oil"	1315768048
1961	"Europe oil"	1348791680
1962	"Europe oil"	1409936512
1963	"Europe oil"	1481791216
1964	"Europe oil"	1488866400
1965	"Europe oil"	1507710352
1966	"Europe oil"	1507028848
1967	"Europe oil"	1526173248
1968	"Europe oil"	1573530448
1969	"Europe oil"	1631919952
1970	"Europe oil"	1691943600
1971	"Europe oil"	1713597840
1972	"Europe oil"	1729536240
1973	"Europe oil"	1826082640
1974	"Europe oil"	1879870160
1975	"Europe oil"	1947357376
1976	"Europe oil"	2016790176
1977	"Europe oil"	2065275888
1978	"Europe oil"	2155992864
1979	"Europe oil"	2221974176
1980	"Europe oil"	2240693552
1981	"Europe oil"	2252282784
1982	"Europe oil"	2244786240
1983	"Europe oil"	2241499632
1984	"Europe oil"	2173451824
1985	"Europe oil"	2270470880
1986	"Europe oil"	2255708624
1987	"Europe oil"	2294983040
1988	"Europe oil"	2258606848
1989	"Europe oil"	2266770240
1990	"Europe oil"	2192270128
1991	"Europe oil"	2140926496
1992	"Europe oil"	1746049888
1993	"Europe oil"	1569045712
1994	"Europe oil"	1374850048
1995	"Europe oil"	1331732096
1996	"Europe oil"	1270173232
1997	"Europe oil"	1215671232
1998	"Europe oil"	1215436736
1999	"Europe oil"	1143200976
2000	"Europe oil"	1155119968
2001	"Europe oil"	1170794560
2002	"Europe oil"	1171703232
2003	"Europe oil"	1206060560
2004	"Europe oil"	1217210112
2005	"Europe oil"	1189851024
2006	"Europe oil"	1230613024
2007	"Europe oil"	1226868416
2008	"Europe oil"	1202315952
2009	"Europe oil"	1100870784
2010	"Europe oil"	1112998624
2011	"Europe oil"	1174330320
2012	"Europe oil"	1228396304
2013	"Europe oil"	1161641888
2014	"Europe oil"	1107066608
1840	"Latin America oil"	0
1841	"Latin America oil"	0
1842	"Latin America oil"	0
1843	"Latin America oil"	0
1844	"Latin America oil"	0
1845	"Latin America oil"	0
1846	"Latin America oil"	0
1847	"Latin America oil"	0
1848	"Latin America oil"	0
1849	"Latin America oil"	0
1850	"Latin America oil"	0
1851	"Latin America oil"	0
1852	"Latin America oil"	0
1853	"Latin America oil"	0
1854	"Latin America oil"	0
1855	"Latin America oil"	0
1856	"Latin America oil"	0
1857	"Latin America oil"	0
1858	"Latin America oil"	0
1859	"Latin America oil"	0
1860	"Latin America oil"	0
1861	"Latin America oil"	0
1862	"Latin America oil"	0
1863	"Latin America oil"	0
1864	"Latin America oil"	0
1865	"Latin America oil"	0
1866	"Latin America oil"	0
1867	"Latin America oil"	0
1868	"Latin America oil"	0
1869	"Latin America oil"	0
1870	"Latin America oil"	0
1871	"Latin America oil"	0
1872	"Latin America oil"	0
1873	"Latin America oil"	0
1874	"Latin America oil"	0
1875	"Latin America oil"	0
1876	"Latin America oil"	0
1877	"Latin America oil"	0
1878	"Latin America oil"	0
1879	"Latin America oil"	0
1880	"Latin America oil"	0
1881	"Latin America oil"	0
1882	"Latin America oil"	0
1883	"Latin America oil"	0
1884	"Latin America oil"	3664
1885	"Latin America oil"	3664
1886	"Latin America oil"	7328
1887	"Latin America oil"	7328
1888	"Latin America oil"	7328
1889	"Latin America oil"	7328
1890	"Latin America oil"	10992
1891	"Latin America oil"	47632
1892	"Latin America oil"	65952
1893	"Latin America oil"	47632
1894	"Latin America oil"	40304
1895	"Latin America oil"	40304
1896	"Latin America oil"	40304
1897	"Latin America oil"	40304
1898	"Latin America oil"	62288
1899	"Latin America oil"	84272
1900	"Latin America oil"	117248
1901	"Latin America oil"	124576
1902	"Latin America oil"	113584
1903	"Latin America oil"	142896
1904	"Latin America oil"	179536
1905	"Latin America oil"	263808
1906	"Latin America oil"	439680
1907	"Latin America oil"	780432
1908	"Latin America oil"	2110464
1909	"Latin America oil"	1839328
1910	"Latin America oil"	2183744
1911	"Latin America oil"	6477952
1912	"Latin America oil"	7709056
1913	"Latin America oil"	11732128
1914	"Latin America oil"	9870816
1915	"Latin America oil"	15150640
1916	"Latin America oil"	18561824
1917	"Latin America oil"	27501984
1918	"Latin America oil"	31664288
1919	"Latin America oil"	42238592
1920	"Latin America oil"	77944272
1921	"Latin America oil"	92479360
1922	"Latin America oil"	88577200
1923	"Latin America oil"	75199936
1924	"Latin America oil"	72979552
1925	"Latin America oil"	63368880
1926	"Latin America oil"	65061648
1927	"Latin America oil"	53098688
1928	"Latin America oil"	66501600
1929	"Latin America oil"	72382320
1930	"Latin America oil"	74342560
1931	"Latin America oil"	65402400
1932	"Latin America oil"	67655760
1933	"Latin America oil"	72030576
1934	"Latin America oil"	82773424
1935	"Latin America oil"	92340128
1936	"Latin America oil"	94875616
1937	"Latin America oil"	116438256
1938	"Latin America oil"	117977136
1939	"Latin America oil"	117629056
1940	"Latin America oil"	112565408
1941	"Latin America oil"	125664208
1942	"Latin America oil"	93322080
1943	"Latin America oil"	116965872
1944	"Latin America oil"	139657024
1945	"Latin America oil"	154041888
1946	"Latin America oil"	228589632
1947	"Latin America oil"	183632352
1948	"Latin America oil"	193213712
1949	"Latin America oil"	83081200
1950	"Latin America oil"	103134272
1951	"Latin America oil"	119343808
1952	"Latin America oil"	124931408
1953	"Latin America oil"	128042144
1954	"Latin America oil"	141247200
1955	"Latin America oil"	158233504
1956	"Latin America oil"	172255632
1957	"Latin America oil"	185435040
1958	"Latin America oil"	179858432
1959	"Latin America oil"	201380768
1960	"Latin America oil"	202542256
1961	"Latin America oil"	207866048
1962	"Latin America oil"	217289856
1963	"Latin America oil"	216894144
1964	"Latin America oil"	233100016
1965	"Latin America oil"	238797536
1966	"Latin America oil"	249723584
1967	"Latin America oil"	266779504
1968	"Latin America oil"	289078608
1969	"Latin America oil"	320193296
1970	"Latin America oil"	354165904
1971	"Latin America oil"	380938752
1972	"Latin America oil"	405527856
1973	"Latin America oil"	445513088
1974	"Latin America oil"	478833504
1975	"Latin America oil"	493390576
1976	"Latin America oil"	529085264
1977	"Latin America oil"	544858784
1978	"Latin America oil"	576409488
1979	"Latin America oil"	611869680
1980	"Latin America oil"	646194032
1981	"Latin America oil"	636385504
1982	"Latin America oil"	640375600
1983	"Latin America oil"	598169984
1984	"Latin America oil"	602017184
1985	"Latin America oil"	615984352
1986	"Latin America oil"	635586752
1987	"Latin America oil"	663836192
1988	"Latin America oil"	678067168
1989	"Latin America oil"	696878144
1990	"Latin America oil"	689487856
1991	"Latin America oil"	698017648
1992	"Latin America oil"	739567408
1993	"Latin America oil"	754208752
1994	"Latin America oil"	767179312
1995	"Latin America oil"	754794992
1996	"Latin America oil"	773481392
1997	"Latin America oil"	813301744
1998	"Latin America oil"	864579424
1999	"Latin America oil"	891927520
2000	"Latin America oil"	872750144
2001	"Latin America oil"	901494224
2002	"Latin America oil"	905762784
2003	"Latin America oil"	907576464
2004	"Latin America oil"	891736992
2005	"Latin America oil"	933678800
2006	"Latin America oil"	942142640
2007	"Latin America oil"	958773536
2008	"Latin America oil"	1005416256
2009	"Latin America oil"	985920112
2010	"Latin America oil"	1016400928
2011	"Latin America oil"	1031016624
2012	"Latin America oil"	1081971872
2013	"Latin America oil"	1089724896
2014	"Latin America oil"	1101042992
1840	"North America oil"	0
1841	"North America oil"	0
1842	"North America oil"	0
1843	"North America oil"	0
1844	"North America oil"	0
1845	"North America oil"	0
1846	"North America oil"	0
1847	"North America oil"	0
1848	"North America oil"	0
1849	"North America oil"	0
1850	"North America oil"	0
1851	"North America oil"	0
1852	"North America oil"	0
1853	"North America oil"	0
1854	"North America oil"	0
1855	"North America oil"	0
1856	"North America oil"	0
1857	"North America oil"	0
1858	"North America oil"	0
1859	"North America oil"	0
1860	"North America oil"	201520
1861	"North America oil"	861040
1862	"North America oil"	1253088
1863	"North America oil"	1102864
1864	"North America oil"	901344
1865	"North America oil"	1066224
1866	"North America oil"	1538880
1867	"North America oil"	1443616
1868	"North America oil"	1575520
1869	"North America oil"	1813680
1870	"North America oil"	2147104
1871	"North America oil"	2128784
1872	"North America oil"	2539152
1873	"North America oil"	4001088
1874	"North America oil"	4389472
1875	"North America oil"	3517440
1876	"North America oil"	3612704
1877	"North America oil"	5305472
1878	"North America oil"	6184832
1879	"North America oil"	8097440
1880	"North America oil"	10530336
1881	"North America oil"	11028640
1882	"North America oil"	12080208
1883	"North America oil"	9094048
1884	"North America oil"	9214960
1885	"North America oil"	8233008
1886	"North America oil"	10955360
1887	"North America oil"	10981008
1888	"North America oil"	10808800
1889	"North America oil"	13820608
1890	"North America oil"	18107488
1891	"North America oil"	21555312
1892	"North America oil"	19946816
1893	"North America oil"	19027152
1894	"North America oil"	19316608
1895	"North America oil"	20829840
1896	"North America oil"	24134768
1897	"North America oil"	23823328
1898	"North America oil"	21819120
1899	"North America oil"	22511616
1900	"North America oil"	25032448
1901	"North America oil"	27439696
1902	"North America oil"	35093792
1903	"North America oil"	40065840
1904	"North America oil"	47067744
1905	"North America oil"	54381088
1906	"North America oil"	50665792
1907	"North America oil"	67304016
1908	"North America oil"	72136832
1909	"North America oil"	73408240
1910	"North America oil"	84697024
1911	"North America oil"	89137792
1912	"North America oil"	90837888
1913	"North America oil"	109088272
1914	"North America oil"	117017168
1915	"North America oil"	123300928
1916	"North America oil"	137059248
1917	"North America oil"	151894784
1918	"North America oil"	163784464
1919	"North America oil"	184108672
1920	"North America oil"	234136928
1921	"North America oil"	250588288
1922	"North America oil"	287466448
1923	"North America oil"	339114192
1924	"North America oil"	330932480
1925	"North America oil"	346519136
1926	"North America oil"	351916208
1927	"North America oil"	404282096
1928	"North America oil"	414511984
1929	"North America oil"	458263808
1930	"North America oil"	405773344
1931	"North America oil"	379084768
1932	"North America oil"	348519680
1933	"North America oil"	385416160
1934	"North America oil"	388248432
1935	"North America oil"	419476704
1936	"North America oil"	463800112
1937	"North America oil"	530715744
1938	"North America oil"	499069776
1939	"North America oil"	526656032
1940	"North America oil"	578750784
1941	"North America oil"	612214096
1942	"North America oil"	588152608
1943	"North America oil"	637532336
1944	"North America oil"	727769328
1945	"North America oil"	754271040
1946	"North America oil"	766266976
1947	"North America oil"	822729216
1948	"North America oil"	910562624
1949	"North America oil"	853012176
1950	"North America oil"	949247136
1951	"North America oil"	1021043216
1952	"North America oil"	1064795040
1953	"North America oil"	1119927248
1954	"North America oil"	1138390144
1955	"North America oil"	1233661472
1956	"North America oil"	1300991136
1957	"North America oil"	1293784048
1958	"North America oil"	1324612944
1959	"North America oil"	1366115072
1960	"North America oil"	1397368992
1961	"North America oil"	1415978448
1962	"North America oil"	1461034656
1963	"North America oil"	1493527008
1964	"North America oil"	1537641568
1965	"North America oil"	1616439552
1966	"North America oil"	1685487632
1967	"North America oil"	1760683904
1968	"North America oil"	1868625344
1969	"North America oil"	1963156544
1970	"North America oil"	2249454176
1971	"North America oil"	2317633888
1972	"North America oil"	2502493680
1973	"North America oil"	2637658640
1974	"North America oil"	2548832288
1975	"North America oil"	2476721104
1976	"North America oil"	2533165024
1977	"North America oil"	2676423760
1978	"North America oil"	2726386064
1979	"North America oil"	2664611024
1980	"North America oil"	2458001728
1981	"North America oil"	2263443328
1982	"North America oil"	2137764464
1983	"North America oil"	2120422752
1984	"North America oil"	2150346640
1985	"North America oil"	2148137248
1986	"North America oil"	2231599504
1987	"North America oil"	2298031488
1988	"North America oil"	2390778320
1989	"North America oil"	2379386944
1990	"North America oil"	2197810096
1991	"North America oil"	2151951472
1992	"North America oil"	2202199568
1993	"North America oil"	2247732096
1994	"North America oil"	2276278320
1995	"North America oil"	2279905680
1996	"North America oil"	2339856048
1997	"North America oil"	2401869248
1998	"North America oil"	2458536672
1999	"North America oil"	2493124832
2000	"North America oil"	2547128528
2001	"North America oil"	2557406048
2002	"North America oil"	2526379296
2003	"North America oil"	2619181088
2004	"North America oil"	2678193472
2005	"North America oil"	2694487280
2006	"North America oil"	2631433504
2007	"North America oil"	2616187600
2008	"North America oil"	2498796704
2009	"North America oil"	2408112704
2010	"North America oil"	2419870480
2011	"North America oil"	2365522368
2012	"North America oil"	2316505376
2013	"North America oil"	2301395040
2014	"North America oil"	2360524672
1840	"Oceania oil"	0
1841	"Oceania oil"	0
1842	"Oceania oil"	0
1843	"Oceania oil"	0
1844	"Oceania oil"	0
1845	"Oceania oil"	0
1846	"Oceania oil"	0
1847	"Oceania oil"	0
1848	"Oceania oil"	0
1849	"Oceania oil"	0
1850	"Oceania oil"	0
1851	"Oceania oil"	0
1852	"Oceania oil"	0
1853	"Oceania oil"	0
1854	"Oceania oil"	0
1855	"Oceania oil"	0
1856	"Oceania oil"	0
1857	"Oceania oil"	0
1858	"Oceania oil"	0
1859	"Oceania oil"	0
1860	"Oceania oil"	0
1861	"Oceania oil"	0
1862	"Oceania oil"	0
1863	"Oceania oil"	0
1864	"Oceania oil"	0
1865	"Oceania oil"	0
1866	"Oceania oil"	0
1867	"Oceania oil"	0
1868	"Oceania oil"	0
1869	"Oceania oil"	0
1870	"Oceania oil"	0
1871	"Oceania oil"	3664
1872	"Oceania oil"	3664
1873	"Oceania oil"	10992
1874	"Oceania oil"	10992
1875	"Oceania oil"	29312
1876	"Oceania oil"	29312
1877	"Oceania oil"	29312
1878	"Oceania oil"	109920
1879	"Oceania oil"	168544
1880	"Oceania oil"	150224
1881	"Oceania oil"	84272
1882	"Oceania oil"	201520
1883	"Oceania oil"	230832
1884	"Oceania oil"	179536
1885	"Oceania oil"	183200
1886	"Oceania oil"	249152
1887	"Oceania oil"	208848
1888	"Oceania oil"	289456
1889	"Oceania oil"	370064
1890	"Oceania oil"	425024
1891	"Oceania oil"	395712
1892	"Oceania oil"	340752
1893	"Oceania oil"	505632
1894	"Oceania oil"	586240
1895	"Oceania oil"	476320
1896	"Oceania oil"	604560
1897	"Oceania oil"	670512
1898	"Oceania oil"	762112
1899	"Oceania oil"	820736
1900	"Oceania oil"	1102864
1901	"Oceania oil"	1319040
1902	"Oceania oil"	1289728
1903	"Oceania oil"	1110192
1904	"Oceania oil"	1494912
1905	"Oceania oil"	1267744
1906	"Oceania oil"	1425296
1907	"Oceania oil"	1685440
1908	"Oceania oil"	1703760
1909	"Oceania oil"	1575520
1910	"Oceania oil"	787760
1911	"Oceania oil"	857376
1912	"Oceania oil"	718144
1913	"Oceania oil"	839056
1914	"Oceania oil"	1139504
1915	"Oceania oil"	1264080
1916	"Oceania oil"	1278736
1917	"Oceania oil"	1234768
1918	"Oceania oil"	1055232
1919	"Oceania oil"	967296
1920	"Oceania oil"	959968
1921	"Oceania oil"	916000
1922	"Oceania oil"	875696
1923	"Oceania oil"	769440
1924	"Oceania oil"	773104
1925	"Oceania oil"	817072
1926	"Oceania oil"	762112
1927	"Oceania oil"	762112
1928	"Oceania oil"	802416
1929	"Oceania oil"	853712
1930	"Oceania oil"	864704
1931	"Oceania oil"	839056
1932	"Oceania oil"	696160
1933	"Oceania oil"	622880
1934	"Oceania oil"	780432
1935	"Oceania oil"	967296
1936	"Oceania oil"	1084544
1937	"Oceania oil"	1084544
1938	"Oceania oil"	1084544
1939	"Oceania oil"	989280
1940	"Oceania oil"	916000
1941	"Oceania oil"	791424
1942	"Oceania oil"	725472
1943	"Oceania oil"	747456
1944	"Oceania oil"	703488
1945	"Oceania oil"	677840
1946	"Oceania oil"	589904
1947	"Oceania oil"	556928
1948	"Oceania oil"	487312
1949	"Oceania oil"	597232
1950	"Oceania oil"	17308736
1951	"Oceania oil"	24420560
1952	"Oceania oil"	28773392
1953	"Oceania oil"	35822928
1954	"Oceania oil"	43418400
1955	"Oceania oil"	50046576
1956	"Oceania oil"	57455184
1957	"Oceania oil"	70700544
1958	"Oceania oil"	74855520
1959	"Oceania oil"	87525632
1960	"Oceania oil"	114009024
1961	"Oceania oil"	142903328
1962	"Oceania oil"	160094816
1963	"Oceania oil"	193821936
1964	"Oceania oil"	226427872
1965	"Oceania oil"	258136128
1966	"Oceania oil"	283011024
1967	"Oceania oil"	344903312
1968	"Oceania oil"	401083424
1969	"Oceania oil"	475264768
1970	"Oceania oil"	584422656
1971	"Oceania oil"	641225648
1972	"Oceania oil"	706115088
1973	"Oceania oil"	749841264
1974	"Oceania oil"	729436448
1975	"Oceania oil"	700945184
1976	"Oceania oil"	734749248
1977	"Oceania oil"	763387072
1978	"Oceania oil"	748060560
1979	"Oceania oil"	773877104
1980	"Oceania oil"	728971120
1981	"Oceania oil"	691290544
1982	"Oceania oil"	666562208
1983	"Oceania oil"	650132832
1984	"Oceania oil"	663037440
1985	"Oceania oil"	616728144
1986	"Oceania oil"	629830608
1987	"Oceania oil"	629317648
1988	"Oceania oil"	678565472
1989	"Oceania oil"	713578656
1990	"Oceania oil"	757905728
1991	"Oceania oil"	744129088
1992	"Oceania oil"	774807760
1993	"Oceania oil"	762881440
1994	"Oceania oil"	800001424
1995	"Oceania oil"	796194528
1996	"Oceania oil"	807259808
1997	"Oceania oil"	785825408
1998	"Oceania oil"	764035600
1999	"Oceania oil"	773067360
2000	"Oceania oil"	774390064
2001	"Oceania oil"	739523440
2002	"Oceania oil"	754087840
2003	"Oceania oil"	761661328
2004	"Oceania oil"	748969232
2005	"Oceania oil"	750618032
2006	"Oceania oil"	721181456
2007	"Oceania oil"	714047648
2008	"Oceania oil"	687575248
2009	"Oceania oil"	639895616
2010	"Oceania oil"	651334624
2011	"Oceania oil"	672446592
2012	"Oceania oil"	686531008
2013	"Oceania oil"	666924944
2014	"Oceania oil"	639140832
1840	"Africa coal"	0
1841	"Africa coal"	0
1842	"Africa coal"	0
1843	"Africa coal"	0
1844	"Africa coal"	0
1845	"Africa coal"	0
1846	"Africa coal"	0
1847	"Africa coal"	0
1848	"Africa coal"	0
1849	"Africa coal"	0
1850	"Africa coal"	0
1851	"Africa coal"	0
1852	"Africa coal"	0
1853	"Africa coal"	0
1854	"Africa coal"	0
1855	"Africa coal"	0
1856	"Africa coal"	0
1857	"Africa coal"	0
1858	"Africa coal"	0
1859	"Africa coal"	0
1860	"Africa coal"	0
1861	"Africa coal"	0
1862	"Africa coal"	0
1863	"Africa coal"	0
1864	"Africa coal"	0
1865	"Africa coal"	0
1866	"Africa coal"	0
1867	"Africa coal"	0
1868	"Africa coal"	0
1869	"Africa coal"	0
1870	"Africa coal"	0
1871	"Africa coal"	0
1872	"Africa coal"	0
1873	"Africa coal"	0
1874	"Africa coal"	0
1875	"Africa coal"	0
1876	"Africa coal"	0
1877	"Africa coal"	0
1878	"Africa coal"	0
1879	"Africa coal"	0
1880	"Africa coal"	0
1881	"Africa coal"	0
1882	"Africa coal"	0
1883	"Africa coal"	0
1884	"Africa coal"	21984
1885	"Africa coal"	36640
1886	"Africa coal"	47632
1887	"Africa coal"	47632
1888	"Africa coal"	80608
1889	"Africa coal"	131904
1890	"Africa coal"	296784
1891	"Africa coal"	296784
1892	"Africa coal"	479984
1893	"Africa coal"	1799024
1894	"Africa coal"	2432896
1895	"Africa coal"	3337904
1896	"Africa coal"	4257568
1897	"Africa coal"	4777856
1898	"Africa coal"	6049264
1899	"Africa coal"	5517984
1900	"Africa coal"	2330304
1901	"Africa coal"	3909488
1902	"Africa coal"	5825760
1903	"Africa coal"	7895920
1904	"Africa coal"	8914512
1905	"Africa coal"	10259200
1906	"Africa coal"	11717472
1907	"Africa coal"	12930256
1908	"Africa coal"	13402912
1909	"Africa coal"	15385136
1910	"Africa coal"	17411328
1911	"Africa coal"	16854400
1912	"Africa coal"	17869328
1913	"Africa coal"	19565760
1914	"Africa coal"	19243328
1915	"Africa coal"	19514464
1916	"Africa coal"	23072208
1917	"Africa coal"	24922528
1918	"Africa coal"	23859968
1919	"Africa coal"	24753984
1920	"Africa coal"	27593584
1921	"Africa coal"	27425040
1922	"Africa coal"	23438608
1923	"Africa coal"	28575536
1924	"Africa coal"	30125408
1925	"Africa coal"	31623984
1926	"Africa coal"	33902992
1927	"Africa coal"	33269120
1928	"Africa coal"	33815056
1929	"Africa coal"	34591824
1930	"Africa coal"	32554640
1931	"Africa coal"	28308064
1932	"Africa coal"	25354880
1933	"Africa coal"	27293136
1934	"Africa coal"	31316208
1935	"Africa coal"	34745712
1936	"Africa coal"	37768512
1937	"Africa coal"	40578800
1938	"Africa coal"	42557360
1939	"Africa coal"	43953344
1940	"Africa coal"	46034496
1941	"Africa coal"	49445680
1942	"Africa coal"	54304144
1943	"Africa coal"	55234800
1944	"Africa coal"	61375664
1945	"Africa coal"	62298992
1946	"Africa coal"	62940192
1947	"Africa coal"	62423568
1948	"Africa coal"	64361824
1949	"Africa coal"	68571760
1950	"Africa coal"	68996784
1951	"Africa coal"	72770704
